timestamp,SOC,SOH,terminal_voltage,battery_current,battery_temp,ambient_temp,internal_resistance,action_current,action_voltage,dT_dt,dV_dt,soc_delta,thermal_stress_index,aging_indicator,charging_efficiency,charging_time,cycle_degradation,over_temp_flag,over_voltage_flag,balancing_time
0,0.059934283060224657,0.8674208440300788,2.8,24.306688920937646,30.25384101087747,39.88038350146745,0.0894446859351205,24.15216133967586,2.8,0.10963076047135445,0.0,0.04723471397657631,0.0,0.21602824856816666,0.8639795163668953,2371,0.00042584071324009473,0,0,24.933030235651906
1,0.10716899703680097,0.9933878243432979,2.8,6.888177150647172,30.363471771348824,15.399988498320607,0.10825739271176191,8.014256239080591,2.8,0.9063465524234129,0.031064158907662787,0.05509424236929507,0.37408708182570544,0.08676024849668355,0.8531221070496441,3479,0.00094563088666993,0,0,26.837918428057986
2,0.1701227677988148,0.8970950076066029,2.8621283178153254,25.689530437017552,32.066534115724295,25.076428201660693,0.13356274829543965,25.343965450688117,2.883568876836976,0.9531901127424955,0.0,0.07170718394508717,0.17475264785159003,0.33850096782985756,0.8566080222201157,2839,0.00046749440706474866,0,0,10.002187975140489
3,0.2505833649269753,0.9832605508463022,2.8,15.691727145604228,32.269851996833815,35.45253179291533,0.07619526741246192,12.142470599854931,2.8,0.46833749793036716,-0.031064158907662787,0.06288876481684688,0.0,0.09251987944039033,0.8492517870365227,2725,0.0005670436692434744,0,0,14.369082282421795
4,0.29590029743250856,0.9404414314719192,2.8,19.90159827751488,33.00320911158503,10.61204832064619,0.07365919945734317,22.703029555739867,2.830186650809511,0.44782292109469424,0.000183141556592048,0.04531709668327483,0.559779019773471,0.16722869823322,0.829716038596399,3584,0.0006887537569598644,0,0,2.8042870092588226
5,0.34121755829352496,0.9740061039612231,2.800366283113184,7.241305780891976,33.1654978390232,28.134669467753785,0.11935193071080942,8.751002934489465,2.8317702179581965,0.47171602617375896,0.015570629934168911,0.0634507585855821,0.12577070928173545,0.10444490958872765,0.8340897461261026,1897,0.0006849155731725701,0,0,6.118238877140456
6,0.4228018146036728,0.9976019744815696,2.8311412598683376,13.433976958931991,33.94664116393255,18.31076346608873,0.09573199881545923,20.35088747103356,2.8,0.3848887705117896,0.006350949618014967,0.07346647544660301,0.3908969424460954,0.19482311352705287,0.8235440649552161,3439,0.0005466575163114759,0,0,12.072060815577718
7,0.488150509186731,0.8932608156728118,2.813068182349214,7.242522975371145,33.93527538004678,35.87004749319195,0.02923088142893651,4.195778836419509,2.8905591126656307,1.332948071934048,-0.015570629934168911,0.052979603432179584,0.0,0.012264631366941989,0.8799738463465654,4147,0.00046777450266279974,0,0,4.4876214094768
8,0.5287610214680319,0.9941703228111389,2.8,29.03859307202774,36.61253730780064,18.503834477922375,0.13597456203984057,31.506311835629184,2.8256804647207607,1.4346954895190969,-0.006534091174607015,0.05073085657651011,0.45271757074695673,0.4284056953340324,0.8206151883851925,2546,0.0009048057072758514,0,0,24.900031213478695
9,0.5896122223397512,0.9084222842353631,2.8,25.18154123315626,36.804666359084976,30.602671608457268,0.024001803290893218,21.246909335045256,2.8374849010722434,0.42094537171265856,0.0,0.05079142350773502,0.1550498687656927,0.05099641383991991,0.8690417554163654,3245,0.0004800479449371467,0,0,39.92894440510536
10,0.630343868483502,0.9078267857105383,2.8,16.490818858911506,37.45442805122596,30.226588973421908,0.11729152630726661,16.96285856193074,2.8,0.5290282071312156,0.0035388892355390222,0.040708525536172824,0.1806959769451013,0.1989599571263142,0.820810102079473,3130,0.00041166197911430386,0,0,5.830978134484764
11,0.6710292734120968,0.9010580656381758,2.807077778471078,10.590063708091778,37.86272277334741,16.644806465789202,0.11864323855156068,13.519583475281271,2.838196734394734,0.8966275241546029,0.01146873451135133,0.047762325179957765,0.5304479076889551,0.16040071673755335,0.8653487825400238,4121,0.0003708302023411963,0,0,33.206748081432075
12,0.7258685188434175,0.9312111411021378,2.8229374690227025,28.336377631246304,39.247683099535166,11.043975996050504,0.14390444108665096,22.119972282956844,2.879257141508806,0.7310162065464851,0.007897417500432491,0.03328682026908236,0.7050926775871165,0.31831622482311156,0.8694425626380019,2060,0.0001546393594586488,0,0,6.515017396075592
13,0.7376029139502616,0.873121756476773,2.822872613471943,13.614914893174294,39.32475518644038,22.27748721356192,0.0270374730923017,13.00011747044947,2.817942193521709,0.08199976257742847,-0.01146873451135133,0.0136180192282917,0.4261816993219615,0.03514903263040388,0.8730397113169491,3062,0.0006643231504474327,0,0,27.45673271426457
14,0.7531045573000009,0.9330567228037017,2.8,9.024610792184369,39.41168262469002,18.67579455897609,0.09759139190198383,7.334981590056508,2.900096122962418,0.24855459283530124,0.010065819724447644,0.027127946382459966,0.5183972016428483,0.07158310629490412,0.8291706711011674,2735,0.0001,0,0,26.43998891624265
15,0.7918588067151815,0.9312557218615006,2.843004252920838,19.07910971134887,39.82186437211098,34.26933248841126,0.07561927418151689,16.973237816463506,2.845207484666485,0.7479888438032027,0.009539747980108926,0.03424881350424608,0.13881329709249304,0.12835039241912446,0.8532855752866857,3597,0.0004988554318190159,0,0,36.303243522825575
16,0.8216021843084931,0.9642852718907304,2.8190794959602177,28.594353008620402,40.90766031229643,34.01092565366036,0.06298228413174047,29.749990965398464,2.8761187859828414,0.5598146008079397,0.005411064170212088,0.04301416212260856,0.17241836646590175,0.1873722383899438,0.8379871332591466,2131,0.000459027873145723,0,0,6.32993331985947
17,0.8778871309603986,0.9750474942906379,2.8538263812612623,5.095757262508064,40.94149357372686,23.710718565778762,0.0317414128388795,8.45781438177585,2.868476821624195,0.11029858800922909,0.003491313475400881,0.044062232570740656,0.4307693751987024,0.026846297800655967,0.832267756249491,1914,0.0009479930384462896,0,0,13.986889711112116
18,0.9097266494499744,0.9160662025468636,2.8260621229110194,10.95312108134997,41.12825748831489,28.19536675969657,0.0931450355572702,10.553284935662504,2.855338199553863,0.780902367215738,-0.0038729822366319056,0.026796722231434977,0.32332226821545795,0.09829861005782878,0.8508771019539948,2067,0.0001336697542572747,0,0,5.449630893478057
19,0.9314805754232686,0.8953499874027241,2.8460804167879985,28.46119101026019,42.503298308158335,28.127785479607756,0.08227529433769977,29.077650292940252,2.8,0.7113545469732223,0.0010426730718540167,0.05053345067586262,0.3593878207137645,0.2392372236500361,0.8662778562707799,3859,0.00031977934260312855,0,0,17.480566380568483
20,1.0107935508016996,0.8889002345975642,2.8281474690547275,9.277149171429052,42.55096658226133,34.814744452828705,0.033592079559633156,9.620075430606795,2.8467001559654954,0.07495558472277963,0.004547124122585622,0.062398724684350204,0.19340555323581565,0.03231583392346156,0.8380970044346711,1872,0.00047278070826367016,0,0,36.640540595182905
21,1.056278024791969,0.8791935755057307,2.8551746650331697,7.831086290995497,42.653209477603895,22.750072423695926,0.09962363592262084,7.836496810064739,2.8184259099703066,0.336356381658625,0.001513425135102997,0.04841751904201386,0.4975784263476992,0.07807003051146691,0.8565834204453,2815,0.00046049413250616634,0,0,31.697879740350533
22,1.1076285888857273,0.8586471373298538,2.8311743193249335,19.254680394995113,43.22367934557858,18.263400393715273,0.11593390563288201,15.986652481858794,2.8,1.348635114676302,-0.021152125837098357,0.036427800184744674,0.6240069737965828,0.18533950602174964,0.8318450009888778,1977,0.00039009108183799104,0,0,29.47020381692213
23,1.1291336251614583,0.9013671968252069,2.812870413358973,26.546095582370747,45.3504797069565,17.951047544216422,0.11974617913697427,29.871429387539425,2.900075572582272,1.4875358543313446,0.026677082938933117,0.030308690892613677,0.684985804068502,0.3576989534517774,0.8291351318165123,3799,0.0004838024181195665,0,0,22.255045184782677
24,1.1682459706709547,0.8905371538196175,2.8845284852027997,16.927745442348154,46.19875105424127,26.085768378466124,0.13769851447411557,17.813331546824664,2.8738399727996824,1.1169038438107535,0.015443601111967853,0.04566539865184682,0.5028245668943787,0.24528692918326556,0.8435119416010377,2571,0.00024808745422605176,0,0,35.57245820874987
25,1.220464422465152,0.9949626078799612,2.8437576155829087,29.86410641711312,47.584287394578006,23.474446081966377,0.07323119644554103,31.048750887120853,2.8,1.2286498783962365,-0.02492596442991668,0.03959929012287555,0.6027460328152907,0.22737371756034136,0.8447105243180618,2745,0.0005714385757989878,0,0,19.07878833317048
26,1.2474445509167058,0.9336563239375066,2.8346765563429663,21.979292488449822,48.656050811033744,23.203623129548085,0.1438994599208778,19.559763601373074,2.8167199749375227,0.5687832793724503,-0.021878807791454458,0.04224704440923366,0.6363106920371415,0.28146394184176293,0.8633556312119237,2199,0.0001,0,0,7.688055349824253
27,1.3049585112836193,0.9020915558545761,2.8,6.851872680261193,48.721853953322906,12.734120172691217,0.1325058226607492,5.474211486293472,2.8,0.5243000902078236,-0.017338278171483257,0.04775059328426867,0.8996933445157922,0.07253648964102391,0.8249695049156931,2069,0.0004948461288245486,0,0,33.82823847858961
28,1.3429457374852432,0.9370701401490544,2.8,29.820803292049384,49.70465099144939,31.55811222070587,0.058545204233112075,29.29240069891705,2.8716942234098135,0.5278271243510844,0.014100515269553249,0.0410766756028792,0.453663469268588,0.17149295813962534,0.8931726983167014,3655,0.00037992866114728533,0,0,12.62625646596562
29,1.3871118624893777,0.8708795052018543,2.8282010305391063,15.19735591950476,49.777508202025075,16.41210063945732,0.04070679485542961,10.594981839158205,2.8,0.0669230285960083,0.012158362078237062,0.04106599637977326,0.8341351890641938,0.04312877522236153,0.8141546758843228,3455,0.0007032575885513271,0,0,4.038074558929027
30,1.4250777302447897,0.9166065623803304,2.824316724156474,12.185063346137063,49.83849704864141,15.908608906261641,0.07660062149664175,7.120960370544029,2.850781720853657,0.23220184693534307,-0.012727490687133303,0.0625057157227954,0.8482472035594941,0.0545469990036629,0.8545613373530638,1858,0.0008510622141266609,0,0,6.789445165414072
31,1.5121232939349685,0.9439351482131596,2.8027460491648397,18.94697958944714,50.24191189589576,22.382749608321802,0.07224683203427566,17.144735797531435,2.870551384875356,0.379460027913737,0.0008893518620252117,0.06838780959771007,0.696479057189349,0.12386528474362868,0.844298485141885,2686,0.0004337895662499285,0,0,25.144238815377634
32,1.5618533494402098,0.9233346747688677,2.8260954278805244,12.607689795521608,50.59741710446888,16.833350248534042,0.09484350969305656,14.175252094848778,2.801087793819788,0.1984574622367461,0.03359127325426159,0.03928791846306168,0.8441016713983711,0.13444306594593106,0.83703317631712,2065,0.0007781451858282862,0,0,25.069114629004556
